,neighborhood,title,price,bedrooms,pid,longitude,subregion,link,latitude,sqft,month,day,year,blockfips,countyfips,countyname,price_sqft,price_sqft_cat
735,richmond / seacliff,GORGEOUS Remodeled 2-Level Unit on Greenbelt,5400.0,4.0,4044506139,-122.473118,SF,/sfc/apa/4044506139.html,37.781128,2300.0,Sep,17,2013,60750426021001,6075,San Francisco,2.347826086956522,2
736,pacific heights,Gorgeous Remodeled Grand Victorian Home ,10850.0,4.0,4064997964,-122.438414,SF,/sfc/apa/4064997964.html,37.787346,2824.0,Sep,17,2013,60750153001005,6075,San Francisco,3.842067988668555,4
737,downtown / civic / van ness,Opera Plaza Condo in Quiet Location - Nice Outlook,2600.0,1.0,4044511068,-122.421148,SF,/sfc/apa/4044511068.html,37.781620000000004,714.0,Sep,17,2013,60750160001011,6075,San Francisco,3.641456582633053,4
738,castro / upper market,Be the first to experience LUXURY LIVING at Venn On Market!,3200.0,1.0,4073350481,-122.42406100000001,SF,/sfc/apa/4073350481.html,37.771429,681.0,Sep,17,2013,60750202001006,6075,San Francisco,4.698972099853157,4
739,lower pac hts,"Awesome Studio at Post III section with W/D, NOW",2721.0,,4073360717,-122.435696,SF,/sfc/apa/4073360717.html,37.784960999999996,567.0,Sep,17,2013,60750155002002,6075,San Francisco,4.798941798941799,4
740,USF / panhandle,Large Furnished Flat with Parking,3500.0,1.0,4073365582,-122.44213300000001,SF,/sfc/apa/4073365582.html,37.781502,900.0,Sep,17,2013,60750157001007,6075,San Francisco,3.888888888888889,4
741,pacific heights,"Panoramic G Gate Bridge View! 3BR Penthse! Lux Drmn Bldg, Pkg ",12000.0,3.0,4063142613,-122.429092,SF,/sfc/apa/4063142613.html,37.79045900000001,2234.0,Sep,17,2013,60750135002000,6075,San Francisco,5.371530886302597,4
745,san jose downtown,"1 Bedroom Apartment for lease at 460 N 1st St, San Jose, CA.",1450.0,1.0,4075771069,-121.89641599999999,South Bay,/sby/apa/4075771069.html,37.343965999999995,525.0,Sep,18,2013,60855002004004,6085,Santa Clara,2.761904761904762,3
746,santa clara,1BR*Lxry Apts*Clareta*AVAILABLE Oct 14th! :),2095.0,1.0,4052890663,-121.99316999999999,South Bay,/sby/apa/4052890663.html,37.351084,680.0,Sep,18,2013,60855054012004,6085,Santa Clara,3.0808823529411766,3
747,san jose downtown,"1 Bedroom Apartment for lease at 460 N 1st St, San Jose, CA.",1695.0,1.0,4075762006,-121.89641599999999,South Bay,/sby/apa/4075762006.html,37.343965999999995,1100.0,Sep,18,2013,60855002004004,6085,Santa Clara,1.540909090909091,0
748,san jose south,"Brand new upgrades! Ground floor, move in by 10/1",2003.0,1.0,4075760038,-121.85678899999999,South Bay,/sby/apa/4075760038.html,37.24765900000001,768.0,Sep,18,2013,60855120522002,6085,Santa Clara,2.6080729166666665,3
749,campbell,Jump to Beautiful Downtown Campbell and Pruneyard,2520.0,2.0,4075757733,-121.935767,South Bay,/sby/apa/4075757733.html,37.281655,850.0,Sep,18,2013,60855026043001,6085,Santa Clara,2.9647058823529413,3
750,santa clara,Spacious Living For An Unheard of Rate!,2318.0,2.0,4075898496,-121.948435,South Bay,/sby/apa/4075898496.html,37.392971,1145.0,Sep,18,2013,60855049011061,6085,Santa Clara,2.024454148471616,1
751,willow glen / cambrian,Spacious modern living - Sundrenched living room,2194.0,1.0,4075868503,-121.91096599999999,South Bay,/sby/apa/4075868503.html,37.316841,904.0,Sep,18,2013,60855019001030,6085,Santa Clara,2.4269911504424777,2
752,mountain view,"$2500/2br, 2bath-Available 9/23/13",2500.0,2.0,4075897776,-122.083573,South Bay,/sby/apa/4075897776.html,37.409240000000004,1075.0,Sep,18,2013,60855092023005,6085,Santa Clara,2.3255813953488373,2
753,santa clara,"Downtown Santa Clara Find! Walk-In Closet, Washer & Dryer, Garden View",2739.0,2.0,4075886740,-121.94686200000001,South Bay,/sby/apa/4075886740.html,37.350081,950.0,Sep,18,2013,60855056002011,6085,Santa Clara,2.883157894736842,3
754,sunnyvale,W/D Included! Central A/C and Heat! South Facing! Open Spacious & Sun!,1990.0,1.0,4075814942,-122.0238,South Bay,/sby/apa/4075814942.html,37.3764,868.0,Sep,18,2013,60855087042124,6085,Santa Clara,2.292626728110599,2
755,san jose south,"Tastefully Remodeled, hardwood flooring, granite countertops!",1795.0,1.0,4075801451,-121.878437,South Bay,/sby/apa/4075801451.html,37.258488,675.0,Sep,18,2013,60855029094001,6085,Santa Clara,2.6592592592592594,3
756,san jose south,"Bottom floor corner unit, with Hardwood floors and W/D! Come see!!",1890.0,1.0,4075859287,-121.83116299999999,South Bay,/sby/apa/4075859287.html,37.266543,739.0,Sep,18,2013,60855120202007,6085,Santa Clara,2.557510148849797,2
757,santa clara,No.. No.. Don't like.. Hold on.. Wait a sec.. OH YEAH! Bella Vista!!!!,2015.0,1.0,4075882884,-121.95731799999999,South Bay,/sby/apa/4075882884.html,37.401787,735.0,Sep,18,2013,60855050013004,6085,Santa Clara,2.741496598639456,3
758,san jose west,Lovely Santana Place,1775.0,2.0,4075848242,-121.9356,South Bay,/sby/apa/4075848242.html,37.3163,1000.0,Sep,18,2013,60855021011001,6085,Santa Clara,1.775,1
759,san jose north,"**Large Home w/ A Garage And Washer & Dryer In Home, Price Won't Last!",1724.0,1.0,4076316508,-121.89303799999999,South Bay,/sby/apa/4076316508.html,37.385434000000004,732.0,Sep,18,2013,60855043223007,6085,Santa Clara,2.3551912568306013,2
760,santa clara,4Bed 2.5Bath- Townhouse for rent 1476sqf - immediate availabilty,2895.0,4.0,4076314247,-121.987369,South Bay,/sby/apa/4076314247.html,37.344941,1476.0,Sep,18,2013,60855054032001,6085,Santa Clara,1.9613821138211383,1
761,santa clara,Cozy 1BR w/elegant finishes and large fenced privacy patio! W&D! A/C!,1946.0,1.0,4076306365,-121.94686200000001,South Bay,/sby/apa/4076306365.html,37.350081,700.0,Sep,18,2013,60855056002011,6085,Santa Clara,2.78,3
762,gilroy,Roomate wanted 2 rooms-$550/month +ba,2550.0,4.0,4076286829,-121.598254,South Bay,/sby/apa/4076286829.html,37.027747999999995,2200.0,Sep,18,2013,60855125032000,6085,Santa Clara,1.1590909090909092,0
763,santa clara,"3BD/2BA Apartment near Shopping, Dining, and More!",3673.0,3.0,4061546482,-121.95256200000001,South Bay,/sby/apa/4061546482.html,37.40274,1345.0,Sep,18,2013,60855050015003,6085,Santa Clara,2.7308550185873606,3
764,santa clara,Immediately Ready W/ All The Extras!,2618.0,2.0,4076074198,-121.947856,South Bay,/sby/apa/4076074198.html,37.393636,1236.0,Sep,18,2013,60855049011061,6085,Santa Clara,2.118122977346278,1
766,san jose north,1x1 great for entertaining!! Call for our specials!!,1781.0,1.0,4076097254,-121.889132,South Bay,/sby/apa/4076097254.html,37.386524,836.0,Sep,18,2013,60855043222024,6085,Santa Clara,2.1303827751196174,1
767,san jose north,"Endless Amenities At 121 Tasman! Dog Park, Club 121 Gym + MORE!",2675.0,2.0,4076038679,-121.942672,South Bay,/sby/apa/4076038679.html,37.410227,1053.0,Sep,18,2013,60855050081001,6085,Santa Clara,2.540360873694207,2
769,san jose north,Only 1 Left at this Price! Don't Miss Out on 2 Months Free Rent!,1937.0,,4076071653,-121.920433,South Bay,/sby/apa/4076071653.html,37.396073,565.0,Sep,18,2013,60855050061029,6085,Santa Clara,3.4283185840707966,4
770,san jose north,"Upscale, New, Luxurious & PET FRIENDLY! Large Dog? No Problem!",2270.0,1.0,4076475647,-121.942672,South Bay,/sby/apa/4076475647.html,37.410227,778.0,Sep,18,2013,60855050081001,6085,Santa Clara,2.917737789203085,3
773,gilroy,Secure Downtown One Bedroom Condo w/ Elevator,1300.0,1.0,4065686284,-121.570252,South Bay,/sby/apa/4065686284.html,37.009747999999995,704.0,Sep,18,2013,60855126032000,6085,Santa Clara,1.8465909090909092,1
774,gilroy,Say goodbye to living in an apartment! Single story house on corner lo,1685.0,2.0,4065728009,-121.576124,South Bay,/sby/apa/4065728009.html,37.007872,1150.0,Sep,18,2013,60855125081024,6085,Santa Clara,1.4652173913043478,0
775,san jose north,Very Nice 3BD Home in Quiet Berryessa,2450.0,3.0,4076732333,-121.87973799999999,South Bay,/sby/apa/4076732333.html,37.374790000000004,1400.0,Sep,18,2013,60855043112011,6085,Santa Clara,1.75,1
776,san jose north,Your Home Is Ready & Waiting!,3273.0,2.0,4076711573,-121.95346299999999,South Bay,/sby/apa/4076711573.html,37.414836,1428.0,Sep,18,2013,60855050091033,6085,Santa Clara,2.292016806722689,2
778,milpitas,Beautifully Remodeled-Spring Valley Apt Homes-Pet Friendly,1695.0,1.0,4065299249,-121.876602,South Bay,/sby/apa/4065299249.html,37.438963,635.0,Sep,18,2013,60855044124003,6085,Santa Clara,2.6692913385826773,3
780,sunnyvale,2B/1B Moving Can be Hard. We'll Make It Easy at Peartree,2345.0,2.0,4075621185,-122.032164,South Bay,/sby/apa/4075621185.html,37.384733000000004,851.0,Sep,18,2013,60855091021048,6085,Santa Clara,2.755581668625147,3
782,bernal heights,"Bernal Beauty, fab kitchen, 31/2 baths!",4875.0,3.0,4055966995,-122.41810500000001,SF,/sfc/apa/4055966995.html,37.734891999999995,1800.0,Sep,18,2013,60750254032016,6075,San Francisco,2.7083333333333335,3
785,bayview,Bayview Heights Gem!  Views and open layout!,2475.0,2.0,4022964091,-122.396555,SF,/sfc/apa/4022964091.html,37.718309999999995,1373.0,Sep,18,2013,60750610001025,6075,San Francisco,1.8026219956300074,1
786,mission district,Just a few blocks from the heart of The Mission - FULLY-FURNISHED,2600.0,1.0,4033313840,-122.41748700000001,SF,/sfc/apa/4033313840.html,37.765183,746.0,Sep,18,2013,60750177002038,6075,San Francisco,3.485254691689008,4
789,SOMA / south beach,Live it up. Loft style.,3381.0,1.0,4076181728,-122.39666899999999,SF,/sfc/apa/4076181728.html,37.773167,750.0,Sep,18,2013,60750607001036,6075,San Francisco,4.508,4
791,cole valley / ashbury hts,"Large, Quiet Cole Valley 1BR Near UCSF, available Nov. 1st",2500.0,1.0,4070292925,-122.452197,SF,/sfc/apa/4070292925.html,37.76745800000001,650.0,Sep,17,2013,60750171023003,6075,San Francisco,3.8461538461538463,4
792,bernal heights,"Beautiful, light-filled 1-bed/1 bath in Bernal Heights",1800.0,1.0,4074739753,-122.414546,SF,/sfc/apa/4074739753.html,37.740347,450.0,Sep,17,2013,60750252003005,6075,San Francisco,4.0,4
804,pacific heights,Sotheby's: ELEGANT CONDO W/ NORTH BAY VIEWS 2BR/2BA/2PKG,5000.0,2.0,4028279861,-122.427622,SF,/sfc/apa/4028279861.html,37.794256,1155.0,Sep,17,2013,60750131022003,6075,San Francisco,4.329004329004329,4
806,sunset / parkside,"Private using one bedroom, one living room,near SFSU,CCS",1400.0,1.0,4073566559,-122.4863,SF,/sfc/apa/4073566559.html,37.7441,600.0,Sep,17,2013,60750329014000,6075,San Francisco,2.3333333333333335,2
809,SOMA / south beach,Love Where You Live And Enjoy The Views Only San Francisco Can Offer!,4630.0,2.0,4073432624,-122.389948,SF,/sfc/apa/4073432624.html,37.774107,1104.0,Sep,17,2013,60750607001028,6075,San Francisco,4.193840579710145,4
810,SOMA / south beach,Great Location With Easy Access to Major Highways 101 and I-280!,3080.0,1.0,4073359536,-122.3971,SF,/sfc/apa/4073359536.html,37.7621,725.0,Sep,17,2013,60750227022005,6075,San Francisco,4.248275862068965,4
812,sunnyvale,Peaceful Serene Surroundings! 2x1Newly Renovated! Corner End Apt,2308.0,2.0,4075747130,-122.017052,South Bay,/sby/apa/4075747130.html,37.371814,935.0,Sep,18,2013,60855087031002,6085,Santa Clara,2.4684491978609624,2
813,sunnyvale,1 Bedroom Coming Soon!,2069.0,1.0,4075745571,-122.01417099999999,South Bay,/sby/apa/4075745571.html,37.370241,700.0,Sep,18,2013,60855087031000,6085,Santa Clara,2.9557142857142855,3
815,san jose downtown,Stunning Views In This Large Custom Designed Studio!,1825.0,,4075741959,-121.902428,South Bay,/sby/apa/4075741959.html,37.349599,639.0,Sep,18,2013,60855002001017,6085,Santa Clara,2.856025039123631,3
816,santa clara,Nice Locations Available Starting From Amazing Rates,2368.0,2.0,4075738457,-121.9485,South Bay,/sby/apa/4075738457.html,37.392903000000004,1216.0,Sep,18,2013,60855049011061,6085,Santa Clara,1.9473684210526316,1
817,los gatos,"Upstairs Corner Unit,Modern Upgrades,Fit.Ctr.,Pool ",2150.0,1.0,4048325976,-121.9554,South Bay,/sby/apa/4048325976.html,37.2417,850.0,Sep,18,2013,60855068013014,6085,Santa Clara,2.5294117647058822,2
818,sunnyvale,Its a moving kind of a weekend! One-Bdrm home is ready for you!,1990.0,1.0,4075847105,-122.012371,South Bay,/sby/apa/4075847105.html,37.380841,800.0,Sep,18,2013,60855087042137,6085,Santa Clara,2.4875,2
819,cupertino,A Beautiful & Peaceful Place To Live!,2344.0,1.0,4075866811,-122.01576899999999,South Bay,/sby/apa/4075866811.html,37.33430300000001,792.0,Sep,18,2013,60855081013056,6085,Santa Clara,2.95959595959596,3
820,sunnyvale,Quiet and convenient at  Britton Park Community,1540.0,1.0,4075807700,-122.013295,South Bay,/sby/apa/4075807700.html,37.387381,483.0,Sep,18,2013,60855087042008,6085,Santa Clara,3.1884057971014492,3
821,milpitas,Special two bedroom in a perfect location!,2130.0,2.0,4075862145,-121.919614,South Bay,/sby/apa/4075862145.html,37.454774,940.0,Sep,18,2013,60855045062005,6085,Santa Clara,2.265957446808511,2
822,mountain view,Los Altos School District - Live Rent Free Until 2014 *Pets Welcome*,4200.0,2.0,4075676042,-122.112844,South Bay,/sby/apa/4075676042.html,37.403403000000004,1040.0,Sep,18,2013,60855094013003,6085,Santa Clara,4.038461538461538,4
823,san jose south,Spacious Tri-level Home Available Now! 3br. 2 1/2bath. Santa Teresa!!,2995.0,3.0,4062852376,-121.85503,South Bay,/sby/apa/4062852376.html,37.239263,1800.0,Sep,18,2013,60855120533001,6085,Santa Clara,1.663888888888889,1
824,cupertino,Stunning EXECUTIVE CONDO in Cupertino!,2295.0,1.0,4071235843,-122.03251599999999,South Bay,/sby/apa/4071235843.html,37.322642,850.0,Sep,18,2013,60855077013000,6085,Santa Clara,2.7,3
826,sunnyvale,Zen Like- You will love this layout-Immediate Move-in ,2287.0,2.0,4076291295,-122.05535900000001,South Bay,/sby/apa/4076291295.html,37.379433,1000.0,Sep,18,2013,60855091072000,6085,Santa Clara,2.287,2
828,san jose south,"Only 1 Left! Great Lake View! SS Appls, 42in HDTV, New Tarkett Floor!",2951.0,3.0,4076287529,-121.871879,South Bay,/sby/apa/4076287529.html,37.243916,1413.0,Sep,18,2013,60855120521000,6085,Santa Clara,2.0884642604387826,1
829,san jose north,Luxury apt homes opening next month! Pre lease today! 6 wks free!,2048.0,1.0,4076202369,-121.941032,South Bay,/sby/apa/4076202369.html,37.413528,683.0,Sep,18,2013,60855050091009,6085,Santa Clara,2.998535871156662,3
830,san jose west,2 Bedroom Home for rent San Jose Close to Cupertino,2200.0,2.0,4063358807,-122.0002,South Bay,/sby/apa/4063358807.html,37.3066,1099.0,Sep,18,2013,60855079041010,6085,Santa Clara,2.001819836214741,1
832,milpitas,Enticing three bedroom apartment with all of the amenities you need!,2620.0,3.0,4076072741,-121.903543,South Bay,/sby/apa/4076072741.html,37.4601,1303.0,Sep,18,2013,60855044211001,6085,Santa Clara,2.0107444359171143,1
833,san jose east,Newly Updated-Owner pays your PG&E bill!,1395.0,1.0,4076085936,-121.842228,South Bay,/sby/apa/4076085936.html,37.369052,550.0,Sep,18,2013,60855037131000,6085,Santa Clara,2.536363636363636,2
834,santa clara,Pet Friendly Community with Pool and Beautiful Grounds.,2223.0,2.0,4076083410,-122.00057,South Bay,/sby/apa/4076083410.html,37.356241,1020.0,Sep,18,2013,60855085071002,6085,Santa Clara,2.179411764705882,2
835,san jose north,"Walk to Work, Walk to Stores!  A Location at Its Best! Move In Ready!",2216.0,2.0,4076079078,-121.89303799999999,South Bay,/sby/apa/4076079078.html,37.385434000000004,1015.0,Sep,18,2013,60855043223007,6085,Santa Clara,2.1832512315270938,2
836,santa clara,"Gorgeous 1090 sq ft 2 BR, 2 BA in Santa Clara ",2367.0,2.0,4076483072,-121.959929,South Bay,/sby/apa/4076483072.html,37.397865,1090.0,Sep,18,2013,60855049011011,6085,Santa Clara,2.171559633027523,2
837,sunnyvale,Pool View! Available October 8th! ,1918.0,1.0,4076435641,-122.017052,South Bay,/sby/apa/4076435641.html,37.371814,670.0,Sep,18,2013,60855087031002,6085,Santa Clara,2.8626865671641792,3
838,sunnyvale,"$2010, 2x1.5 with Patio. GORGEOUS APARTMENT HOME! MOVE IN ASAP!",2010.0,2.0,4076479108,-122.017443,South Bay,/sby/apa/4076479108.html,37.385231,1100.0,Sep,18,2013,60855088002003,6085,Santa Clara,1.8272727272727274,1
839,san jose east,Beautiful Home in Evergreen Foothills 3bd/2ba,2650.0,3.0,4076478187,-121.791362,South Bay,/sby/apa/4076478187.html,37.336240000000004,1826.0,Sep,18,2013,60855033232000,6085,Santa Clara,1.4512595837897042,0
840,sunnyvale,NOW JUST $1845! REDUCED FROM $1975! 2X1 BEAUTIFUL APT HOME.,1845.0,2.0,4076475840,-122.02186299999998,South Bay,/sby/apa/4076475840.html,37.386866999999995,1000.0,Sep,18,2013,60855090004015,6085,Santa Clara,1.845,1
841,san jose south,"COMFORT, CONVENIENCE, QUALITY",1995.0,2.0,4076475073,-121.915176,South Bay,/sby/apa/4076475073.html,37.237572,1001.0,Sep,18,2013,60855068034010,6085,Santa Clara,1.993006993006993,1
842,santa clara,"Excellent Location, Must See, Completely remodelled",1500.0,1.0,4047189297,-121.994105,South Bay,/sby/apa/4047189297.html,37.369525,650.0,Sep,18,2013,60855053014008,6085,Santa Clara,2.3076923076923075,2
843,gilroy,Desirable West Gilroy Townhome 3bd 1.5bath w Garage Great Schools,2075.0,3.0,4054229520,-121.56828,South Bay,/sby/apa/4054229520.html,37.00578,1300.0,Sep,18,2013,60855126033011,6085,Santa Clara,1.5961538461538463,0
844,san jose downtown,"Gorgeous Victorian, Junior one bedroom with high ceilings",1295.0,,4064209817,-121.891465,South Bay,/sby/apa/4064209817.html,37.341451,600.0,Sep,18,2013,60855010003000,6085,Santa Clara,2.158333333333333,1
845,milpitas,- $1800 / 2br - 842ft² - Beautiful 2bd/1bath in convenient location (m,1800.0,2.0,4076687491,-121.88418700000001,South Bay,/sby/apa/4076687491.html,37.427487,842.0,Sep,18,2013,60855044181008,6085,Santa Clara,2.137767220902613,1
846,los gatos,One Store Single Family with Huge Lot,3795.0,4.0,4076685002,-121.961767,South Bay,/sby/apa/4076685002.html,37.238044,1700.0,Sep,18,2013,60855068011017,6085,Santa Clara,2.2323529411764707,2
847,santa clara,Remodeled 1BR-1BA - Lush Surroundings! Move In September!,1825.0,1.0,4076597283,-121.99457,South Bay,/sby/apa/4076597283.html,37.33062,700.0,Sep,18,2013,60855061034016,6085,Santa Clara,2.607142857142857,2
848,sunnyvale,Beautiful remodeled apartment near Apple campus & Serra Park,1625.0,1.0,4076603739,-122.04157099999999,South Bay,/sby/apa/4076603739.html,37.341741,650.0,Sep,18,2013,60855083032000,6085,Santa Clara,2.5,2
850,santa clara,Make this home Your Personal Sanctuary ,1830.0,1.0,4075614794,-121.994606,South Bay,/sby/apa/4075614794.html,37.345779,700.0,Sep,18,2013,60855054013003,6085,Santa Clara,2.6142857142857143,3
851,mountain view,Be a part of the best! Park Place is the finest. 2x2 available now!,3134.0,2.0,4075610593,-122.08579399999999,South Bay,/sby/apa/4075610593.html,37.389801,910.0,Sep,18,2013,60855096002001,6085,Santa Clara,3.443956043956044,4
852,milpitas,"Furnished 2nd floor 1/1 near 880 & 680, ready NOW",1395.0,1.0,4075610299,-121.88901899999999,South Bay,/sby/apa/4075610299.html,37.408278,643.0,Sep,18,2013,60855045044024,6085,Santa Clara,2.1695178849144634,2
853,san jose west,Exactly how you want to live in San Jose                              ,2179.0,2.0,4075565852,-121.874321,South Bay,/sby/apa/4075565852.html,37.278868,1002.0,Sep,18,2013,60855031082020,6085,Santa Clara,2.1746506986027945,2
855,cupertino,Cupertino*RENOVATED*Deluxe finishes*Close to Apple,2295.0,2.0,4065364400,-122.033456,South Bay,/sby/apa/4065364400.html,37.308206,840.0,Sep,18,2013,60855078083002,6085,Santa Clara,2.732142857142857,3
856,san jose west,Large 2x2 With Fireplace*Dual Master Bedrooms*Full Size Washer*Dryer*,2445.0,2.0,4075549103,-121.92301599999999,South Bay,/sby/apa/4075549103.html,37.309312,1090.0,Sep,18,2013,60855021023000,6085,Santa Clara,2.243119266055046,2
857,santa clara,Beautiful and luxurious 2/1 Condo in Santa Clara! Move-in Now!  ,1995.0,2.0,4071004195,-121.97456899999999,South Bay,/sby/apa/4071004195.html,37.367641,712.0,Sep,18,2013,60855053021007,6085,Santa Clara,2.8019662921348316,3
859,sunnyvale,"Month-To-Month,wooded park area,small dog allowed,lake,ducks for 10/15",2295.0,2.0,4075543650,-121.99707,South Bay,/sby/apa/4075543650.html,37.366541,930.0,Sep,18,2013,60855085082000,6085,Santa Clara,2.467741935483871,2
860,santa clara,"UPGRADES- floors - kitchen,  bath - GRANITE! Great location",2325.0,3.0,4065387367,-121.98790600000001,South Bay,/sby/apa/4065387367.html,37.34003,1089.0,Sep,18,2013,60855054033018,6085,Santa Clara,2.1349862258953167,1
863,milpitas,4 Bedrm / 2 Bath Single Family House - Milpitas,2450.0,4.0,4075346384,-121.879667,South Bay,/sby/apa/4075346384.html,37.430438,1450.0,Sep,18,2013,60855044182009,6085,Santa Clara,1.6896551724137931,1
866,concord / pleasant hill / martinez, 	Great Pleasant Hill Community*Quiet/Clean*Large Patio*Pools*Free Wif,1345.0,1.0,4076677081,-122.058856,East Bay,/eby/apa/4076677081.html,37.957886,750.0,Sep,18,2013,60133240022000,6013,Contra Costa,1.7933333333333332,1
867,hayward / castro valley,Large Cute One Bedroom Available in October!!! ,1745.0,1.0,4076647982,-122.25,East Bay,/eby/apa/4076647982.html,37.5,751.0,Sep,18,2013,60816091002041,6081,San Mateo,2.323568575233023,2
868,san leandro,SINGLE HOUSE FOR RENT,1900.0,3.0,4076663840,-122.148205,East Bay,/eby/apa/4076663840.html,37.684517,1082.0,Sep,18,2013,60014336004006,6001,Alameda,1.756007393715342,1
869,fairfield / vacaville,Close to Travis AFB - W/D & Fridge included,1650.0,3.0,4068394135,-122.02162,East Bay,/eby/apa/4068394135.html,38.281417,1450.0,Sep,18,2013,60952523151007,6095,Solano,1.1379310344827587,0
870,"hercules, pinole, san pablo, el sob",LUPINE RD - Beautiful 4/3 - HERCULES,2400.0,4.0,4076662182,-122.24973500000002,East Bay,/eby/apa/4076662182.html,38.004303,2327.0,Sep,18,2013,60133592035000,6013,Contra Costa,1.0313708637730985,0
873,vallejo / benicia,VOYAGER DR - 4/2.5 Beautiful! - Newly Renovated - VALLEJO,1800.0,4.0,4076655648,-122.272879,East Bay,/eby/apa/4076655648.html,38.120667,1448.0,Sep,18,2013,60952517021004,6095,Solano,1.2430939226519337,0
874,los gatos,Newly built (2005) 6550SF custom house on a 1 acre lot.,12995.0,5.0,4056786894,-121.99686499999999,South Bay,/sby/apa/4056786894.html,37.238734,6550.0,Sep,18,2013,60855070012005,6085,Santa Clara,1.983969465648855,1
877,san jose north,LARGE & BRIGHT 1B/1B ;FREE WATER & GARBAGE; EASY ACCESS TO 101  $1300,1300.0,1.0,4075080680,-121.869165,South Bay,/sby/apa/4075080680.html,37.35234000000001,800.0,Sep,18,2013,60855014011009,6085,Santa Clara,1.625,1
878,san jose north,SPACIOUS 1B/1B ;FREE WATER & GARBAGE; EASY ACCESS TO 101  $1350,1350.0,1.0,4075079837,-121.869165,South Bay,/sby/apa/4075079837.html,37.35234000000001,800.0,Sep,18,2013,60855014011009,6085,Santa Clara,1.6875,1
880,sunnyvale,Newer Single Family Home 1 block from Target!!!,3800.0,3.0,4074969372,-122.03478100000001,South Bay,/sby/apa/4074969372.html,37.369901,1350.0,Sep,18,2013,60855086023010,6085,Santa Clara,2.814814814814815,3
881,sunnyvale,Nice Unit in Nice Area Super Location 4-Plex Ready to Move in,1650.0,1.0,4074805703,-122.031425,South Bay,/sby/apa/4074805703.html,37.360869,600.0,Sep,18,2013,60855085031005,6085,Santa Clara,2.75,3
882,san jose north,Single 3 Bedrooms-2 1/2 Bath For Rent,2950.0,,4074797479,-121.881179,South Bay,/sby/apa/4074797479.html,37.378832,1862.0,Sep,18,2013,60855043111018,6085,Santa Clara,1.5843179377013963,0
883,pittsburg / antioch,"House for rent: $2000/Month : 4Bed, 3Bath, 2000Sq Feet.",2000.0,4.0,4060810861,-121.80578999999999,East Bay,/eby/apa/4060810861.html,38.00492,2000.0,Sep,18,2013,60133060032004,6013,Contra Costa,1.0,0
884,hayward / castro valley,"Townhse, 2 Master suites,nr. Cal. State U",2100.0,2.0,4064245979,-122.067,East Bay,/eby/apa/4064245979.html,37.6374,1333.0,Sep,18,2013,60014377011000,6001,Alameda,1.5753938484621155,0
885,fairfield / vacaville,Lovely 2 Bath Upgraded Fairfield Home Avail. for Move In Nov 1,1550.0,3.0,4063500248,-122.03250600000001,East Bay,/eby/apa/4063500248.html,38.283435,1296.0,Sep,18,2013,60952523132019,6095,Solano,1.1959876543209877,0
886,hayward / castro valley,One yr. KB Home for rent close to BART! 3 Bd + DEN - AVAILABLE Oct. 1,2500.0,3.0,4076898832,-122.0808,East Bay,/eby/apa/4076898832.html,37.668820000000004,1827.0,Sep,18,2013,60014354002048,6001,Alameda,1.3683634373289546,0
887,fremont / union city / newark,Gorgeous House in Fremont Mission School District,3400.0,4.0,4076895602,-121.93725900000001,East Bay,/eby/apa/4076895602.html,37.52032,2648.0,Sep,18,2013,60014431051011,6001,Alameda,1.283987915407855,0
888,walnut creek,Perfectly Located Walnut Creek Townhome,2550.0,3.0,4076888410,-122.04596000000001,East Bay,/eby/apa/4076888410.html,37.926072,1683.0,Sep,18,2013,60133382044013,6013,Contra Costa,1.5151515151515151,0
890,financial district,"Now Available, Valet Parking, On Site Grocery Store, Pets Welcome",5300.0,2.0,4076166080,-122.39231399999998,SF,/sfc/apa/4076166080.html,37.791474,960.0,Sep,18,2013,60750615003005,6075,San Francisco,5.520833333333333,4
891,SOMA / south beach,1 Bed 1.5 Bath Bright and open loft condo,3190.0,1.0,4076139255,-122.40223,SF,/sfc/apa/4076139255.html,37.778726,834.0,Sep,18,2013,60750180001022,6075,San Francisco,3.824940047961631,4
892,western addition,2bed 2bath at 2001 McAllister St,4500.0,2.0,4070390475,-122.44496699999999,SF,/sfc/apa/4070390475.html,37.776958,1025.0,Sep,18,2013,60750157002007,6075,San Francisco,4.390243902439025,4
893,SOMA / south beach,Luxury 1 Bed Apartment + LOFT  w/ Parking Included!,3275.0,1.0,4061505659,-122.403878,SF,/sfc/apa/4061505659.html,37.770063,851.0,Sep,18,2013,60750607002000,6075,San Francisco,3.8484136310223267,4
894,SOMA / south beach,900 sq feet! PLUS PARKING!!! you cant beat this in SF!,3200.0,1.0,4061430041,-122.403878,SF,/sfc/apa/4061430041.html,37.770063,916.0,Sep,18,2013,60750607002000,6075,San Francisco,3.493449781659389,4
900,pacific heights,1 Bedroom in Clean Quiet Victorian,3000.0,1.0,4058621686,-122.43018300000001,SF,/sfc/apa/4058621686.html,37.795854,700.0,Sep,17,2013,60750130003004,6075,San Francisco,4.285714285714286,4
901,SOMA / south beach,Luxury 1-BR+ Condo + Parking For Rent,3500.0,1.0,4026049337,-122.39392099999999,SF,/sfc/apa/4026049337.html,37.786852,806.0,Sep,17,2013,60750615002014,6075,San Francisco,4.3424317617866,4
