,neighborhood,title,price,bedrooms,pid,longitude,subregion,link,latitude,sqft,month,day,year,blockfips,countyfips,county_x,tractfips,logrecno,fipsblock,state,county_y,tract,blkgrp,block,arealand,P0010001,H00010001,outlier,view,walk
813,sunnyvale,Resort Community Ideally located in the Heart of Silicon Valley,2326.0,2.0,4076491153,-122.0238,South Bay,/sby/apa/4076491153.html,37.3764,,Sep,18,2013,060855087042124,06085,Santa Clara,06085508704,665011,060855087042124,06,085,508704,2,2124,16988,0,0,False,0,0
814,sunnyvale,W/D Included! Central A/C and Heat! South Facing! Open Spacious & Sun!,1990.0,1.0,4075814942,-122.0238,South Bay,/sby/apa/4075814942.html,37.3764,868.0,Sep,18,2013,060855087042124,06085,Santa Clara,06085508704,665011,060855087042124,06,085,508704,2,2124,16988,0,0,False,0,0
815,sunnyvale,Spacious One Bedroom in a Resort Setting,1838.0,1.0,4076291263,-122.0238,South Bay,/sby/apa/4076291263.html,37.3764,,Sep,18,2013,060855087042124,06085,Santa Clara,06085508704,665011,060855087042124,06,085,508704,2,2124,16988,0,0,False,0,0
816,san jose south,First Floor facing Almaden Lake! Move in Oct 20,2663.0,2.0,4076518671,-121.871879,South Bay,/sby/apa/4076518671.html,37.243916,1016.0,Sep,18,2013,060855120521000,06085,Santa Clara,06085512052,660463,060855120521000,06,085,512052,1,1000,237849,283,135,False,0,0
817,san jose south,"Only 1 Left! Great Lake View! SS Appls, 42in HDTV, New Tarkett Floor!",2951.0,3.0,4076287529,-121.871879,South Bay,/sby/apa/4076287529.html,37.243916,1413.0,Sep,18,2013,060855120521000,06085,Santa Clara,06085512052,660463,060855120521000,06,085,512052,1,1000,237849,283,135,False,1,0
818,san jose south,Easy on your budget- Pet friendly apartments Almaden Lake Village ,1867.0,1.0,4075559873,-121.871879,South Bay,/sby/apa/4075559873.html,37.243916,659.0,Sep,18,2013,060855120521000,06085,Santa Clara,06085512052,660463,060855120521000,06,085,512052,1,1000,237849,283,135,False,0,0
819,cupertino,"Cupertino, Freeway Access, Large Walk-in Closet, 829sf",2400.0,1.0,4076435732,-122.032205,South Bay,/sby/apa/4076435732.html,37.336870000000005,829.0,Sep,18,2013,060855081013016,06085,Santa Clara,06085508101,646950,060855081013016,06,085,508101,3,3016,7339,0,0,False,0,1
820,cupertino,"1005sf, 2 bed 2 bath, Cupertino Schools, Freeway Access",2750.0,2.0,4075955829,-122.032205,South Bay,/sby/apa/4075955829.html,37.336870000000005,1005.0,Sep,18,2013,060855081013016,06085,Santa Clara,06085508101,646950,060855081013016,06,085,508101,3,3016,7339,0,0,False,0,0
821,sunnyvale,"Excellent 1 Bedroom Apartment, Ideal Just for You, Cupertino",2200.0,1.0,4076301363,-122.032205,South Bay,/sby/apa/4076301363.html,37.336870000000005,740.0,Sep,18,2013,060855081013016,06085,Santa Clara,06085508101,646950,060855081013016,06,085,508101,3,3016,7339,0,0,False,0,0
822,cupertino,Corner 1 BR/BA available now in Cupertino!,1997.0,1.0,4076508595,-122.066872,South Bay,/sby/apa/4076508595.html,37.338041,,Sep,18,2013,060855100021010,06085,Santa Clara,06085510002,647340,060855100021010,06,085,510002,1,1010,70164,181,76,False,0,0
823,cupertino,Spacious 1112 sq ft floor plan,2717.0,2.0,4076614893,-122.066872,South Bay,/sby/apa/4076614893.html,37.338041,,Sep,18,2013,060855100021010,06085,Santa Clara,06085510002,647340,060855100021010,06,085,510002,1,1010,70164,181,76,False,0,0
824,cupertino,Georgeous 1Br in the heart of Cupertino,1975.0,1.0,4076218657,-122.066872,South Bay,/sby/apa/4076218657.html,37.338041,,Sep,18,2013,060855100021010,06085,Santa Clara,06085510002,647340,060855100021010,06,085,510002,1,1010,70164,181,76,False,0,0
825,cupertino,Spacious 3BR 3 BA available at the beginning of June,4065.0,3.0,4075974770,-122.066872,South Bay,/sby/apa/4075974770.html,37.338041,1508.0,Sep,18,2013,060855100021010,06085,Santa Clara,06085510002,647340,060855100021010,06,085,510002,1,1010,70164,181,76,False,0,0
826,san jose north,Top Floor Move In By September 27th Get $1000 Off!!,2137.0,2.0,4076508330,-121.889132,South Bay,/sby/apa/4076508330.html,37.386524,1104.0,Sep,18,2013,060855043222024,06085,Santa Clara,06085504322,657249,060855043222024,06,085,504322,2,2024,50538,788,340,False,0,0
827,san jose north,1x1 great for entertaining!! Call for our specials!!,1781.0,1.0,4076097254,-121.889132,South Bay,/sby/apa/4076097254.html,37.386524,836.0,Sep,18,2013,060855043222024,06085,Santa Clara,06085504322,657249,060855043222024,06,085,504322,2,2024,50538,788,340,False,0,0
828,santa clara,"Classic, Convienent, & Cozy with a courtyard view! Call us HOME!",2754.0,2.0,4076504980,-121.94686200000001,South Bay,/sby/apa/4076504980.html,37.350081,950.0,Sep,18,2013,060855056002011,06085,Santa Clara,06085505600,661914,060855056002011,06,085,505600,2,2011,13220,52,23,False,1,0
829,santa clara,"Downtown Santa Clara Find! Walk-In Closet, Washer & Dryer, Garden View",2739.0,2.0,4075886740,-121.94686200000001,South Bay,/sby/apa/4075886740.html,37.350081,950.0,Sep,18,2013,060855056002011,06085,Santa Clara,06085505600,661914,060855056002011,06,085,505600,2,2011,13220,52,23,False,1,1
830,santa clara,Cozy 1BR w/elegant finishes and large fenced privacy patio! W&D! A/C!,1946.0,1.0,4076306365,-121.94686200000001,South Bay,/sby/apa/4076306365.html,37.350081,700.0,Sep,18,2013,060855056002011,06085,Santa Clara,06085505600,661914,060855056002011,06,085,505600,2,2011,13220,52,23,False,0,0
831,santa clara,"Washer & Dryer, Elegant finishes, Salt-Water Poolside View w/XL Patio!",1980.0,1.0,4075298750,-121.94686200000001,South Bay,/sby/apa/4075298750.html,37.350081,700.0,Sep,18,2013,060855056002011,06085,Santa Clara,06085505600,661914,060855056002011,06,085,505600,2,2011,13220,52,23,False,1,0
832,gilroy,"Great Location, Gated, Fitness, 2 pools, Pet Friendly, Private Patio..",1625.0,2.0,4076494067,-121.582204,South Bay,/sby/apa/4076494067.html,37.013359,846.0,Sep,18,2013,060855125083000,06085,Santa Clara,06085512508,666582,060855125083000,06,085,512508,3,3000,186753,682,299,False,0,0
833,willow glen / cambrian,Lovely Cottage w/ Private Yard - Close to Willow Glen and Campbell,1550.0,1.0,4076807543,-121.932845,South Bay,/sby/apa/4076807543.html,37.308233,,Sep,18,2013,060855021012005,06085,Santa Clara,06085502101,647200,060855021012005,06,085,502101,2,2005,16905,47,18,False,0,0
834,san jose west,Gorgeous Townhouse - perfect location!,2795.0,2.0,4060581454,-121.9153,South Bay,/sby/apa/4060581454.html,37.3249,1500.0,Sep,18,2013,060855005002004,06085,Santa Clara,06085500500,652057,060855005002004,06,085,500500,2,2004,86716,324,145,False,0,0
835,milpitas,*** Remodeled 3 bed + Den / 2 bath SFH near School and Park ***,2300.0,3.0,4076800897,-121.90538799999999,South Bay,/sby/apa/4076800897.html,37.415618,1550.0,Sep,18,2013,060855045051000,06085,Santa Clara,06085504505,649026,060855045051000,06,085,504505,1,1000,195628,591,158,False,0,0
836,san jose north,"*** Luxury 8 yrs New, Bright, Airy Suite ***",1999.0,2.0,4068946984,-121.91446699999999,South Bay,/sby/apa/4068946984.html,37.36244,1133.0,Sep,18,2013,060855051001027,06085,Santa Clara,06085505100,657672,060855051001027,06,085,505100,1,1027,227481,203,80,False,0,0
837,san jose south,OPEN HOUSE: SUNDAY 2-4PM-Townhouse for Rent ,1899.0,3.0,4067331695,-121.854547,South Bay,/sby/apa/4067331695.html,37.329152,1162.0,Sep,18,2013,060855031171001,06085,Santa Clara,06085503117,654546,060855031171001,06,085,503117,1,1001,23686,283,65,False,0,0
838,san jose south,Take Over Lease!,1799.0,1.0,4076773572,-122.02577,South Bay,/sby/apa/4076773572.html,37.273143,,Sep,18,2013,060855075002017,06085,Santa Clara,06085507500,663017,060855075002017,06,085,507500,2,2017,34195,76,23,False,0,0
839,san jose south,Take Over Lease,1799.0,1.0,4074643554,-122.02577,South Bay,/sby/apa/4074643554.html,37.273143,,Sep,17,2013,060855075002017,06085,Santa Clara,06085507500,663017,060855075002017,06,085,507500,2,2017,34195,76,23,False,0,0
840,sunnyvale,TOWNHOUSE TWO BED WITH YARD CUPERTINO SCHOOLS POOL SPA FITNESS,2695.0,2.0,4048221858,-122.034675,South Bay,/sby/apa/4048221858.html,37.34202,1100.0,Sep,18,2013,060855083044000,06085,Santa Clara,06085508304,664239,060855083044000,06,085,508304,4,4000,142244,1778,705,False,0,0
841,san jose downtown,One Bedroom Upstairs Apartment,1250.0,1.0,4065801902,-121.889284,South Bay,/sby/apa/4065801902.html,37.344084,,Sep,18,2013,060855010002000,06085,Santa Clara,06085501000,652304,060855010002000,06,085,501000,2,2000,29973,240,102,False,0,0
842,san jose downtown,Downstairs one bedroom one bath apartment,1250.0,1.0,4065816974,-121.890548,South Bay,/sby/apa/4065816974.html,37.343798,,Sep,18,2013,060855010002001,06085,Santa Clara,06085501000,652305,060855010002001,06,085,501000,2,2001,30182,259,104,False,0,0
843,san jose downtown,One Bedroom Downstairs Apartment,1250.0,1.0,4065834838,-121.887,South Bay,/sby/apa/4065834838.html,37.3476,,Sep,18,2013,060855011012008,06085,Santa Clara,06085501101,652364,060855011012008,06,085,501101,2,2008,30021,157,48,False,0,0
844,san jose west,Rare Willow Glen Townhouse 2 bed 1 bath w/ 2 car garage ,1825.0,2.0,4075608452,-121.91228799999999,South Bay,/sby/apa/4075608452.html,37.296442,,Sep,18,2013,060855023011013,06085,Santa Clara,06085502301,653142,060855023011013,06,085,502301,1,1013,42474,156,87,False,0,0
845,san jose south,*** 2BR/2BA with 2 CAR GARAGE in Willow Glen ***,2050.0,2.0,4074622549,-121.91214,South Bay,/sby/apa/4074622549.html,37.296442,1100.0,Sep,17,2013,060855023011013,06085,Santa Clara,06085502301,653142,060855023011013,06,085,502301,1,1013,42474,156,87,False,0,0
846,Willow Glen,*** BEAUTIFUL 2BR/1BA with 2 BALCONIES - $2050 ***,2050.0,2.0,4074611370,-121.91214,South Bay,/sby/apa/4074611370.html,37.296442,1100.0,Sep,17,2013,060855023011013,06085,Santa Clara,06085502301,653142,060855023011013,06,085,502301,1,1013,42474,156,87,False,0,0
847,san jose north,Upstairs one bedroom apartment,1250.0,1.0,4065841040,-121.91546699999999,South Bay,/sby/apa/4065841040.html,37.320768,,Sep,18,2013,060855020023000,06085,Santa Clara,06085502002,652930,060855020023000,06,085,502002,3,3000,73745,63,25,False,0,0
884,san jose downtown,"1 Bedroom Apartment for lease at 460 N 1st St, San Jose, CA.",1450.0,1.0,4075771069,-121.89641599999999,South Bay,/sby/apa/4075771069.html,37.343965999999995,525.0,Sep,18,2013,060855002004004,06085,Santa Clara,06085500200,651875,060855002004004,06,085,500200,4,4004,20211,82,30,False,0,0
885,san jose downtown,"1 Bedroom Apartment for lease at 460 N 1st St, San Jose, CA.",1695.0,1.0,4075762006,-121.89641599999999,South Bay,/sby/apa/4075762006.html,37.343965999999995,1100.0,Sep,18,2013,060855002004004,06085,Santa Clara,06085500200,651875,060855002004004,06,085,500200,4,4004,20211,82,30,False,0,0
886,campbell,Jump to Beautiful Downtown Campbell and Pruneyard,2520.0,2.0,4075757733,-121.935767,South Bay,/sby/apa/4075757733.html,37.281655,850.0,Sep,18,2013,060855026043001,06085,Santa Clara,06085502604,645806,060855026043001,06,085,502604,3,3001,12517,308,174,False,0,0
887,santa clara,Spacious Living For An Unheard of Rate!,2318.0,2.0,4075898496,-121.948435,South Bay,/sby/apa/4075898496.html,37.392971,1145.0,Sep,18,2013,060855049011061,06085,Santa Clara,06085504901,660665,060855049011061,06,085,504901,1,1061,67588,424,249,False,0,0
888,santa clara,Immediately Ready W/ All The Extras!,2618.0,2.0,4076074198,-121.947856,South Bay,/sby/apa/4076074198.html,37.393636,1236.0,Sep,18,2013,060855049011061,06085,Santa Clara,06085504901,660665,060855049011061,06,085,504901,1,1061,67588,424,249,False,0,0
889,santa clara,Nice Locations Available Starting From Amazing Rates,2368.0,2.0,4075738457,-121.9485,South Bay,/sby/apa/4075738457.html,37.392903000000004,1216.0,Sep,18,2013,060855049011061,06085,Santa Clara,06085504901,660665,060855049011061,06,085,504901,1,1061,67588,424,249,False,0,0
890,santa clara,Amazing Deals Waiting For You At River Terrace!,1912.0,1.0,4076584307,-121.949615,South Bay,/sby/apa/4076584307.html,37.393021999999995,719.0,Sep,18,2013,060855049011061,06085,Santa Clara,06085504901,660665,060855049011061,06,085,504901,1,1061,67588,424,249,False,0,0
891,santa clara,Great Fall Pricing Let's You Save For The New Year,2009.0,1.0,4074414975,-121.94792,South Bay,/sby/apa/4074414975.html,37.393329,804.0,Sep,17,2013,060855049011061,06085,Santa Clara,06085504901,660665,060855049011061,06,085,504901,1,1061,67588,424,249,False,0,0
892,mountain view,"$2500/2br, 2bath-Available 9/23/13",2500.0,2.0,4075897776,-122.083573,South Bay,/sby/apa/4075897776.html,37.409240000000004,1075.0,Sep,18,2013,060855092023005,06085,Santa Clara,06085509202,649824,060855092023005,06,085,509202,3,3005,256516,201,66,False,0,0
893,santa clara,No.. No.. Don't like.. Hold on.. Wait a sec.. OH YEAH! Bella Vista!!!!,2015.0,1.0,4075882884,-121.95731799999999,South Bay,/sby/apa/4075882884.html,37.401787,735.0,Sep,18,2013,060855050013004,06085,Santa Clara,06085505001,660872,060855050013004,06,085,505001,3,3004,71464,312,91,False,0,0
894,santa clara,"Eeny, meeny, miny.... WHOA!!! I Found an AMAZING 2x2 at Bella Vista!!!",2595.0,2.0,4075409235,-121.95731799999999,South Bay,/sby/apa/4075409235.html,37.401787,1058.0,Sep,18,2013,060855050013004,06085,Santa Clara,06085505001,660872,060855050013004,06,085,505001,3,3004,71464,312,91,False,0,0
895,san jose west,Lovely Santana Place,1775.0,2.0,4075848242,-121.9356,South Bay,/sby/apa/4075848242.html,37.3163,1000.0,Sep,18,2013,060855021011001,06085,Santa Clara,06085502101,647181,060855021011001,06,085,502101,1,1001,36852,79,46,False,0,0
896,san jose west,Santana Row Brand New KB Town Home Move In Ready!!!,4350.0,4.0,4076391875,-121.9356,South Bay,/sby/apa/4076391875.html,37.3163,1793.0,Sep,18,2013,060855021011001,06085,Santa Clara,06085502101,647181,060855021011001,06,085,502101,1,1001,36852,79,46,False,0,0
897,san jose west,New Stainless Steel Appliances /Washer/Dryer^^Balcony^^Fitness Center ,1990.0,2.0,4075105426,-121.9356,South Bay,/sby/apa/4075105426.html,37.3163,922.0,Sep,18,2013,060855021011001,06085,Santa Clara,06085502101,647181,060855021011001,06,085,502101,1,1001,36852,79,46,False,0,0
898,san jose north,"**Large Home w/ A Garage And Washer & Dryer In Home, Price Won't Last!",1724.0,1.0,4076316508,-121.89303799999999,South Bay,/sby/apa/4076316508.html,37.385434000000004,732.0,Sep,18,2013,060855043223007,06085,Santa Clara,06085504322,657258,060855043223007,06,085,504322,3,3007,32088,383,187,False,0,0
899,san jose north,"Walk to Work, Walk to Stores!  A Location at Its Best! Move In Ready!",2216.0,2.0,4076079078,-121.89303799999999,South Bay,/sby/apa/4076079078.html,37.385434000000004,1015.0,Sep,18,2013,060855043223007,06085,Santa Clara,06085504322,657258,060855043223007,06,085,504322,3,3007,32088,383,187,False,0,1
900,santa clara,4Bed 2.5Bath- Townhouse for rent 1476sqf - immediate availabilty,2895.0,4.0,4076314247,-121.987369,South Bay,/sby/apa/4076314247.html,37.344941,1476.0,Sep,18,2013,060855054032001,06085,Santa Clara,06085505403,661753,060855054032001,06,085,505403,2,2001,41875,109,42,False,0,0
901,gilroy,Roomate wanted 2 rooms-$550/month +ba,2550.0,4.0,4076286829,-121.598254,South Bay,/sby/apa/4076286829.html,37.027747999999995,2200.0,Sep,18,2013,060855125032000,06085,Santa Clara,06085512503,666322,060855125032000,06,085,512503,2,2000,13043,0,0,False,0,0
902,santa clara,"3BD/2BA Apartment near Shopping, Dining, and More!",3673.0,3.0,4061546482,-121.95256200000001,South Bay,/sby/apa/4061546482.html,37.40274,1345.0,Sep,18,2013,060855050015003,06085,Santa Clara,06085505001,660936,060855050015003,06,085,505001,5,5003,26159,347,208,False,0,0
903,santa clara,Stunning Two-Bedroom in Santa Clara!,2637.0,2.0,4070141859,-121.95256200000001,South Bay,/sby/apa/4070141859.html,37.40274,1208.0,Sep,18,2013,060855050015003,06085,Santa Clara,06085505001,660936,060855050015003,06,085,505001,5,5003,26159,347,208,False,0,0
904,santa clara,"1BR/1BA w/ Attached Garage, Stainless Appliances, & Granite Counters.",2676.0,1.0,4076411126,-121.95256200000001,South Bay,/sby/apa/4076411126.html,37.40274,835.0,Sep,18,2013,060855050015003,06085,Santa Clara,06085505001,660936,060855050015003,06,085,505001,5,5003,26159,347,208,False,0,0
905,sunnyvale,Fully Remodeled 1 BR/1BA apartment with patio in impeccable building!,1650.0,1.0,4076107962,-122.031471,South Bay,/sby/apa/4076107962.html,37.361540999999995,,Sep,18,2013,060855085031010,06085,Santa Clara,06085508503,664444,060855085031010,06,085,508503,1,1010,29368,139,66,False,0,0
906,san jose north,"Endless Amenities At 121 Tasman! Dog Park, Club 121 Gym + MORE!",2675.0,2.0,4076038679,-121.942672,South Bay,/sby/apa/4076038679.html,37.410227,1053.0,Sep,18,2013,060855050081001,06085,Santa Clara,06085505008,657560,060855050081001,06,085,505008,1,1001,86858,0,0,False,0,0
907,san jose north,"Upscale, New, Luxurious & PET FRIENDLY! Large Dog? No Problem!",2270.0,1.0,4076475647,-121.942672,South Bay,/sby/apa/4076475647.html,37.410227,778.0,Sep,18,2013,060855050081001,06085,Santa Clara,06085505008,657560,060855050081001,06,085,505008,1,1001,86858,0,0,False,0,0
908,san jose north,BRAND NEW! PETS ACCEPTED! 2 MO. FREE/ 16 MO. LEASE *PRICE REFLECTED!,2493.0,2.0,4075805023,-121.942672,South Bay,/sby/apa/4075805023.html,37.410227,1082.0,Sep,18,2013,060855050081001,06085,Santa Clara,06085505008,657560,060855050081001,06,085,505008,1,1001,86858,0,0,False,0,0
909,san jose north,"2br 2ba rarely available, save $700/mo! yahoo ebay etc near!",2186.0,2.0,4075718367,-121.9406,South Bay,/sby/apa/4075718367.html,37.4087,1120.0,Sep,18,2013,060855050081001,06085,Santa Clara,06085505008,657560,060855050081001,06,085,505008,1,1001,86858,0,0,False,0,0
910,san jose north,Relax w/ A Mountain View From Your Bedroom Window! 1 Mo. FREE!!,2420.0,1.0,4076214563,-121.942672,South Bay,/sby/apa/4076214563.html,37.410227,856.0,Sep,18,2013,060855050081001,06085,Santa Clara,06085505008,657560,060855050081001,06,085,505008,1,1001,86858,0,0,False,1,0
911,San Jose North,Now Accepting Cool New Residents: Incomparable San Jose Living,2000.0,1.0,4075864871,-121.9406,South Bay,/sby/apa/4075864871.html,37.4087,734.0,Sep,18,2013,060855050081001,06085,Santa Clara,06085505008,657560,060855050081001,06,085,505008,1,1001,86858,0,0,False,0,0
912,san jose north,"Welcome Home To 121 Tasman! Luxury, Comfort, & Convenience Meet Here! ",2675.0,2.0,4076589859,-121.942672,South Bay,/sby/apa/4076589859.html,37.410227,985.0,Sep,18,2013,060855050081001,06085,Santa Clara,06085505008,657560,060855050081001,06,085,505008,1,1001,86858,0,0,False,0,0
913,san jose north,Brand New Luxury San Jose Apts- Minutes From New 49er's Stadium! ,2150.0,1.0,4075518439,-121.942672,South Bay,/sby/apa/4075518439.html,37.410227,732.0,Sep,18,2013,060855050081001,06085,Santa Clara,06085505008,657560,060855050081001,06,085,505008,1,1001,86858,0,0,False,0,0
914,san jose north,Only 1 Left at this Price! Don't Miss Out on 2 Months Free Rent!,1937.0,0.0,4076071653,-121.920433,South Bay,/sby/apa/4076071653.html,37.396073,565.0,Sep,18,2013,060855050061029,06085,Santa Clara,06085505006,657474,060855050061029,06,085,505006,1,1029,215311,0,0,False,0,0
915,san jose north,Epic is the Place to Live! Come See Why!,2079.0,1.0,4075712496,-121.92026100000001,South Bay,/sby/apa/4075712496.html,37.39771,739.0,Sep,18,2013,060855050061029,06085,Santa Clara,06085505006,657474,060855050061029,06,085,505006,1,1029,215311,0,0,False,0,0
916,san jose north,*** Don't Pay Rent Till December when Your Lease Starts on 9/29***,2144.0,1.0,4076413316,-121.92026100000001,South Bay,/sby/apa/4076413316.html,37.396346,778.0,Sep,18,2013,060855050061029,06085,Santa Clara,06085505006,657474,060855050061029,06,085,505006,1,1029,215311,0,0,False,0,0
917,milpitas,***5 bed 2 bath single house@milpitas,2850.0,5.0,4051683604,-121.87776699999999,South Bay,/sby/apa/4051683604.html,37.434538,,Sep,18,2013,060855044182018,06085,Santa Clara,06085504418,648787,060855044182018,06,085,504418,2,2018,20435,89,26,False,0,0
918,san jose south,雅房出租 一室一厅一&#21397,600.0,0.0,4063454805,-121.8508,South Bay,/sby/apa/4063454805.html,37.3518,,Sep,18,2013,060855037101002,06085,Santa Clara,06085503710,656279,060855037101002,06,085,503710,1,1002,149751,688,197,False,0,0
919,gilroy,Secure Downtown One Bedroom Condo w/ Elevator,1300.0,1.0,4065686284,-121.570252,South Bay,/sby/apa/4065686284.html,37.009747999999995,704.0,Sep,18,2013,060855126032000,06085,Santa Clara,06085512603,666859,060855126032000,06,085,512603,2,2000,7805,1,1,False,0,0
920,gilroy,Say goodbye to living in an apartment! Single story house on corner lo,1685.0,2.0,4065728009,-121.576124,South Bay,/sby/apa/4065728009.html,37.007872,1150.0,Sep,18,2013,060855125081024,06085,Santa Clara,06085512508,666549,060855125081024,06,085,512508,1,1024,21663,67,23,False,0,0
921,san jose north,Very Nice 3BD Home in Quiet Berryessa,2450.0,3.0,4076732333,-121.87973799999999,South Bay,/sby/apa/4076732333.html,37.374790000000004,1400.0,Sep,18,2013,060855043112011,06085,Santa Clara,06085504311,656825,060855043112011,06,085,504311,2,2011,14031,91,27,False,0,0
922,san jose north,Your Home Is Ready & Waiting!,3273.0,2.0,4076711573,-121.95346299999999,South Bay,/sby/apa/4076711573.html,37.414836,1428.0,Sep,18,2013,060855050091033,06085,Santa Clara,06085505009,657610,060855050091033,06,085,505009,1,1033,29647,0,0,False,0,0
923,san jose north,Available NOW!!  1 BR 1 BA Apartment Home,2500.0,1.0,4076447821,-121.95346299999999,South Bay,/sby/apa/4076447821.html,37.414836,935.0,Sep,18,2013,060855050091033,06085,Santa Clara,06085505009,657610,060855050091033,06,085,505009,1,1033,29647,0,0,False,0,0
924,san jose north,Opening Summer 2013 - Domain ,2728.0,2.0,4076214498,-121.95346299999999,South Bay,/sby/apa/4076214498.html,37.414836,918.0,Sep,18,2013,060855050091033,06085,Santa Clara,06085505009,657610,060855050091033,06,085,505009,1,1033,29647,0,0,False,0,0
925,mountain view,**Remodeled Condo in Mountain View near Google,2575.0,2.0,4044543267,-122.09306000000001,South Bay,/sby/apa/4044543267.html,37.410068,,Sep,18,2013,060855093031001,06085,Santa Clara,06085509303,649891,060855093031001,06,085,509303,1,1001,97091,712,388,False,1,0
926,milpitas,Beautifully Remodeled-Spring Valley Apt Homes-Pet Friendly,1695.0,1.0,4065299249,-121.876602,South Bay,/sby/apa/4065299249.html,37.438963,635.0,Sep,18,2013,060855044124003,06085,Santa Clara,06085504412,648607,060855044124003,06,085,504412,4,4003,18775,60,19,False,0,0
927,san jose north,3/2 Single Family House - Ruskin Elem/Sierramont Middle /Piedmont Hi,2450.0,3.0,4075595433,-121.85026599999999,South Bay,/sby/apa/4075595433.html,37.404648,,Sep,18,2013,060855043144007,06085,Santa Clara,06085504314,656884,060855043144007,06,085,504314,4,4007,17295,91,20,False,0,0
928,sunnyvale,2B/1B Moving Can be Hard. We'll Make It Easy at Peartree,2345.0,2.0,4075621185,-122.032164,South Bay,/sby/apa/4075621185.html,37.384733000000004,851.0,Sep,18,2013,060855091021048,06085,Santa Clara,06085509102,665296,060855091021048,06,085,509102,1,1048,9276,0,0,False,0,0
929,sunnyvale,Stop Searching Start Living! 1B/1B in The Heart of Sunnyvale,1995.0,1.0,4075598112,-122.032164,South Bay,/sby/apa/4075598112.html,37.384733000000004,662.0,Sep,18,2013,060855091021048,06085,Santa Clara,06085509102,665296,060855091021048,06,085,509102,1,1048,9276,0,0,False,0,0
944,sunnyvale,Peaceful Serene Surroundings! 2x1Newly Renovated! Corner End Apt,2308.0,2.0,4075747130,-122.017052,South Bay,/sby/apa/4075747130.html,37.371814,935.0,Sep,18,2013,060855087031002,06085,Santa Clara,06085508703,664809,060855087031002,06,085,508703,1,1002,6033,29,16,False,0,0
945,sunnyvale,Pool View! Available October 8th! ,1918.0,1.0,4076435641,-122.017052,South Bay,/sby/apa/4076435641.html,37.371814,670.0,Sep,18,2013,060855087031002,06085,Santa Clara,06085508703,664809,060855087031002,06,085,508703,1,1002,6033,29,16,False,1,0
946,sunnyvale,Split Bedroom Floor Plan Ideal for Roommates! A Real Stunner! ,2708.0,2.0,4076064066,-122.017052,South Bay,/sby/apa/4076064066.html,37.371814,1100.0,Sep,18,2013,060855087031002,06085,Santa Clara,06085508703,664809,060855087031002,06,085,508703,1,1002,6033,29,16,False,0,0
947,campbell,Great location upper unit,1695.0,2.0,4075723116,-121.931867,South Bay,/sby/apa/4075723116.html,37.284742,,Sep,18,2013,060855026041017,06085,Santa Clara,06085502604,645789,060855026041017,06,085,502604,1,1017,90169,293,171,False,0,0
948,campbell,Bright rear upper unit,1695.0,2.0,4056375385,-121.931867,South Bay,/sby/apa/4056375385.html,37.284742,,Sep,18,2013,060855026041017,06085,Santa Clara,06085502604,645789,060855026041017,06,085,502604,1,1017,90169,293,171,False,0,0
949,san jose downtown,Stunning Views In This Large Custom Designed Studio!,1825.0,0.0,4075741959,-121.902428,South Bay,/sby/apa/4075741959.html,37.349599,639.0,Sep,18,2013,060855002001017,06085,Santa Clara,06085500200,651849,060855002001017,06,085,500200,1,1017,12424,0,0,False,1,0
950,los gatos,"Upstairs Corner Unit,Modern Upgrades,Fit.Ctr.,Pool ",2150.0,1.0,4048325976,-121.9554,South Bay,/sby/apa/4048325976.html,37.2417,850.0,Sep,18,2013,060855068013014,06085,Santa Clara,06085506801,665722,060855068013014,06,085,506801,3,3014,27148,63,22,False,0,0
951,los gatos,Los Gatos Condominium,2600.0,2.0,4038485932,-121.9554,South Bay,/sby/apa/4038485932.html,37.2417,1035.0,Sep,18,2013,060855068013014,06085,Santa Clara,06085506801,665722,060855068013014,06,085,506801,3,3014,27148,63,22,False,0,0
952,sunnyvale,Its a moving kind of a weekend! One-Bdrm home is ready for you!,1990.0,1.0,4075847105,-122.012371,South Bay,/sby/apa/4075847105.html,37.380841,800.0,Sep,18,2013,060855087042137,06085,Santa Clara,06085508704,665022,060855087042137,06,085,508704,2,2137,22376,0,0,False,0,0
953,sunnyvale,"Last 3 Bedroom Left,  Hurry It Can Be Yours Today!!",3505.0,3.0,4076365461,-122.012371,South Bay,/sby/apa/4076365461.html,37.380841,1355.0,Sep,18,2013,060855087042137,06085,Santa Clara,06085508704,665022,060855087042137,06,085,508704,2,2137,22376,0,0,False,0,0
954,sunnyvale,Quiet and convenient at  Britton Park Community,1540.0,1.0,4075807700,-122.013295,South Bay,/sby/apa/4075807700.html,37.387381,483.0,Sep,18,2013,060855087042008,06085,Santa Clara,06085508704,664906,060855087042008,06,085,508704,2,2008,274669,128,49,False,0,0
955,sunnyvale,Great Location Pet Welcome Adj. to Lovely Park,1540.0,1.0,4075518047,-122.013295,South Bay,/sby/apa/4075518047.html,37.387381,,Sep,18,2013,060855087042008,06085,Santa Clara,06085508704,664906,060855087042008,06,085,508704,2,2008,274669,128,49,False,0,0
956,sunnyvale,"In the Heart Of Silicon Valley, Dogs OK",1740.0,2.0,4075415339,-122.013295,South Bay,/sby/apa/4075415339.html,37.387381,,Sep,18,2013,060855087042008,06085,Santa Clara,06085508704,664906,060855087042008,06,085,508704,2,2008,274669,128,49,False,0,0
